
17,788,0.0649778,17,2000,0.0333333,17,1900,0.0366667,17,200,0.0933333,17,2000,0.0070000,17,494,0.0835333,17,2000,0.0070000,17,1496,0.0501333,17,2000,0.0060000,17,1994,0.0335333,17,2000,0.0070000,17,2000,0.0050000
18,2000,0.0111111,18,2000,0.0100000,18,2000,0.0050000,18,662,0.0779333,18,2000,0.0090000,18,1478,0.0507333,18,2000,0.0060000,18,1430,0.0523333,18,1670,0.0443333,18,1970,0.0343333,18,2000,0.0333333,18,1934,0.0355333
19,1964,0.0127111,19,1964,0.0345333,19,2000,0.0060000,19,1976,0.0341333,19,944,0.0685333,19,1724,0.0425333,19,2000,0.0050000,19,1946,0.0351333,19,1508,0.0497333,19,1982,0.0339333,19,1148,0.0617333,19,1916,0.0361333
20,1784,0.0207111,20,1388,0.0537333,20,2000,0.0070000,20,2000,0.0070000,20,1994,0.0335333,20,2000,0.0080000,20,2000,0.0040000,20,1544,0.0485333,20,2000,0.0070000,20,2000,0.0090000,20,1600,0.0466667,20,2000,0.0030000
21,2000,0.0050000,21,1958,0.0347333,21,2000,0.0080000,21,2000,0.0080000,21,2000,0.0040000,21,1862,0.0379333,21,1718,0.0427333,21,1892,0.0369333,21,2000,0.0080000,21,2000,0.0050000,21,1800,0.0400000,21,2000,0.0040000
22,2000,0.0050000,22,2000,0.0080000,22,2000,0.0030000,22,2000,0.0090000,22,2000,0.0060000,22,2000,0.0050000,22,1652,0.0449333,22,2000,0.0050000,22,2000,0.0040000,22,2000,0.0060000,22,2000,0.0080000,22,2000,0.0060000
23,1820,0.0191111,23,1610,0.0463333,23,1952,0.0349333,23,1412,0.0529333,23,770,0.0743333,23,2000,0.0070000,23,2000,0.0040000,23,2000,0.0060000,23,2000,0.0050000,23,2000,0.0070000,23,2000,0.0090000,23,2000,0.0070000
24,1220,0.0457778,24,2000,0.0090000,24,1800,0.0400000,24,1958,0.0347333,24,1730,0.0423333,24,2000,0.0080000,24,1904,0.0365333,24,2000,0.0040000,24,2000,0.0070000,24,2000,0.0040000,24,2000,0.0060000,24,2000,0.0060000
25,980,0.0564444,25,1922,0.0359333,25,1646,0.0451333,25,1790,0.0403333,25,2000,0.0070000,25,1508,0.0497333,25,2000,0.0050000,25,2000,0.0030000,25,2000,0.0070000,25,1202,0.0599333,25,2000,0.0070000,25,1832,0.0389333
26,1784,0.0207111,26,2000,0.0040000,26,1784,0.0405333,26,2000,0.0333333,26,2000,0.0060000,26,1052,0.0649333,26,2000,0.0060000,26,2000,0.0060000,26,2000,0.0080000,26,1394,0.0535333,26,1976,0.0341333,26,1976,0.0341333
27,2000,0.0080000,27,2000,0.0050000,27,1814,0.0395333,27,1778,0.0407333,27,2000,0.0070000,27,2000,0.0000000,27,1544,0.0485333,27,2000,0.0070000,27,1916,0.0361333,27,2000,0.0070000,27,1856,0.0381333,27,2000,0.0050000
28,2000,0.0030000,28,2000,0.0060000,28,2000,0.0070000,28,2000,0.0040000,28,1982,0.0339333,28,2000,0.0090000,28,1900,0.0366667,28,2000,0.0060000,28,2000,0.0080000,28,2000,0.0080000,28,2000,0.0080000,28,2000,0.0040000
29,2000,0.0100000,29,1658,0.0447333,29,2000,0.0030000,29,2000,0.0050000,29,1574,0.0475333,29,2000,0.0050000,29,2000,0.0080000,29,1922,0.0359333,29,2000,0.0030000,29,2000,0.0040000,29,2000,0.0090000,29,2000,0.0070000
30,1820,0.0191111,,,,30,2000,0.0040000,30,2000,0.0060000,30,1520,0.0493333,30,1994,0.0335333,30,2000,0.0060000,30,1808,0.0397333,30,2000,0.0020000,30,2000,0.0030000,30,2000,0.0060000,30,2000,0.0090000
31,200,0.0911111,,,,31,2000,0.0020000,,,,31,1664,0.0445333,,,,31,782,0.0739333,31,2000,0.0060000,,,,31,2000,0.0060000,,,,31,2000,0.0070000
