
1,1514,0.0240680,1,505,0.0666706,1,891,0.0503659,1,979,0.0466842,1,1203,0.0372169,1,1277,0.0340612,1,1246,0.0353761,1,1277,0.0340612,1,1321,0.0322203,1,1271,0.0343241,,2000,0.0035556,1,1415,0.0282756
2,1452,0.0266977,2,960,0.0474731,2,792,0.0545736,2,1271,0.0343241,2,1147,0.0395837,2,1340,0.0314314,2,1103,0.0414246,2,1290,0.0335352,2,1415,0.0282756,2,1134,0.0401097,2,1352,0.0309054,2,2000,0.0035556
3,1390,0.0293275,3,848,0.0522067,3,505,0.0666706,3,1340,0.0314314,3,960,0.0474731,3,1390,0.0293275,3,1221,0.0364280,3,1215,0.0366910,3,1446,0.0269607,3,1271,0.0343241,3,1309,0.0327463,3,2000,0.0035556
4,1084,0.0422135,4,698,0.0585183,4,2000,0.0035556,4,1109,0.0411616,4,773,0.0553625,4,1334,0.0316944,4,1302,0.0330093,4,1228,0.0361650,4,1277,0.0340612,4,729,0.0572034,4,1421,0.0280126,4,1570,0.0217011
5,1203,0.0372169,5,1377,0.0298535,5,1352,0.0309054,5,1091,0.0419506,5,1053,0.0435284,5,2000,0.0035556,5,1147,0.0395837,5,1066,0.0430025,5,1246,0.0353761,5,505,0.0666706,5,1377,0.0298535,5,2000,0.0035556
6,1352,0.0309054,6,2000,0.0035556,6,866,0.0514178,6,1309,0.0327463,6,1271,0.0343241,6,1265,0.0345871,6,1203,0.0372169,6,1053,0.0435284,6,505,0.0666706,6,1153,0.0393208,6,1153,0.0393208,6,1570,0.0217011
7,1184,0.0380059,7,1066,0.0430025,7,1277,0.0340612,7,1016,0.0451063,7,1284,0.0337982,7,1277,0.0340612,7,1271,0.0343241,7,1246,0.0353761,7,1334,0.0316944,7,1346,0.0311684,7,1327,0.0319573,7,2000,0.0035556
8,1427,0.0277497,8,449,0.0690374,8,1091,0.0419506,8,972,0.0469472,8,1047,0.0437914,8,1259,0.0348501,8,1147,0.0395837,8,1215,0.0366910,8,1290,0.0335352,8,1265,0.0345871,8,1402,0.0288016,8,2000,0.0035556
9,2000,0.0035556,9,275,0.0764009,9,1390,0.0293275,9,1371,0.0301165,9,1290,0.0335352,9,1321,0.0322203,9,1221,0.0364280,9,1246,0.0353761,9,1352,0.0309054,9,1327,0.0319573,9,1122,0.0406357,9,1589,0.0209122
10,1159,0.0390578,10,287,0.0758749,10,1358,0.0306424,10,2000,0.0035556,10,1259,0.0348501,10,1315,0.0324833,10,1197,0.0374799,10,1035,0.0443174,10,2000,0.0035556,10,1321,0.0322203,10,848,0.0522067,10,1558,0.0222271
11,698,0.0585183,11,1390,0.0293275,11,991,0.0461582,11,1178,0.0382688,11,1259,0.0348501,11,1134,0.0401097,11,1147,0.0395837,11,1228,0.0361650,11,1346,0.0311684,11,1172,0.0385318,11,1047,0.0437914,11,1309,0.0327463
12,200,0.0795566,12,2000,0.0035556,12,1066,0.0430025,12,1290,0.0335352,12,1109,0.0411616,12,879,0.0508919,12,1284,0.0337982,12,1302,0.0330093,12,1464,0.0261718,12,1296,0.0332722,12,1340,0.0314314,12,1508,0.0243309
13,362,0.0727191,13,779,0.0550995,13,667,0.0598332,13,1084,0.0422135,13,1184,0.0380059,13,991,0.0461582,13,916,0.0493140,13,2000,0.0035556,13,2000,0.0035556,13,1371,0.0301165,13,2000,0.0035556,13,1639,0.0188084
14,1277,0.0340612,14,1165,0.0387948,14,1010,0.0453693,14,1265,0.0345871,14,1060,0.0432654,14,922,0.0490510,14,505,0.0666706,14,1334,0.0316944,14,1302,0.0330093,14,1277,0.0340612,14,2000,0.0035556,14,1657,0.0180194
15,293,0.0756119,15,1271,0.0343241,15,1153,0.0393208,15,1203,0.0372169,15,505,0.0666706,15,1140,0.0398467,15,954,0.0477361,15,1277,0.0340612,15,1203,0.0372169,15,2000,0.0035556,15,1402,0.0288016,15,1601,0.0203862
16,835,0.0527327,16,854,0.0519438,16,244,0.0777158,16,935,0.0485250,16,1147,0.0395837,16,1028,0.0445803,16,1022,0.0448433,16,1321,0.0322203,16,1309,0.0327463,16,2000,0.0035556,16,1396,0.0290646,16,2000,0.0035556
17,810,0.0537846,17,1489,0.0251199,17,1352,0.0309054,17,960,0.0474731,17,1302,0.0330093,17,692,0.0587812,17,1377,0.0298535,17,1209,0.0369539,17,1209,0.0369539,17,2000,0.0035556,17,1084,0.0422135,17,2000,0.0035556
18,1471,0.0259088,18,1421,0.0280126,18,1415,0.0282756,18,1010,0.0453693,18,1165,0.0387948,18,1109,0.0411616,18,1371,0.0301165,18,1271,0.0343241,18,1284,0.0337982,18,1340,0.0314314,18,655,0.0603591,18,2000,0.0035556
19,2000,0.0035556,19,979,0.0466842,19,2000,0.0035556,19,1203,0.0372169,19,823,0.0532587,19,1197,0.0374799,19,1365,0.0303795,19,2000,0.0035556,19,1240,0.0356390,19,1184,0.0380059,19,1203,0.0372169,19,1309,0.0327463
20,1701,0.0161786,20,842,0.0524697,20,1321,0.0322203,20,1078,0.0424765,20,1302,0.0330093,20,1265,0.0345871,20,2000,0.0035556,20,1346,0.0311684,20,1240,0.0356390,20,1165,0.0387948,20,1352,0.0309054,20,1458,0.0264348
21,1427,0.0277497,21,742,0.0566774,21,1253,0.0351131,21,1358,0.0306424,21,2000,0.0035556,21,2000,0.0035556,21,1197,0.0374799,21,505,0.0666706,21,1284,0.0337982,21,1383,0.0295905,21,1240,0.0356390,21,2000,0.0035556
22,1508,0.0243309,22,879,0.0508919,22,916,0.0493140,22,1097,0.0416876,22,991,0.0461582,22,1334,0.0316944,22,1321,0.0322203,22,1259,0.0348501,22,1402,0.0288016,22,2000,0.0035556,22,1334,0.0316944,22,2000,0.0035556
23,1390,0.0293275,23,748,0.0564144,23,754,0.0561514,23,1041,0.0440544,23,829,0.0529957,23,1315,0.0324833,23,2000,0.0035556,23,1253,0.0351131,23,1427,0.0277497,23,2000,0.0035556,23,1415,0.0282756,23,2000,0.0035556
24,1464,0.0261718,24,1383,0.0295905,24,1190,0.0377429,24,318,0.0745600,24,1190,0.0377429,24,1153,0.0393208,24,1340,0.0314314,24,1302,0.0330093,24,1390,0.0293275,24,1452,0.0266977,24,1265,0.0345871,24,1165,0.0387948
25,2000,0.0035556,25,1340,0.0314314,25,1041,0.0440544,25,611,0.0622000,25,1346,0.0311684,25,1084,0.0422135,25,1302,0.0330093,25,1390,0.0293275,25,2000,0.0035556,25,2000,0.0035556,25,1265,0.0345871,25,1253,0.0351131
26,1377,0.0298535,26,1277,0.0340612,26,1302,0.0330093,26,312,0.0748230,26,1439,0.0272237,26,1184,0.0380059,26,1221,0.0364280,26,1390,0.0293275,26,1334,0.0316944,26,1433,0.0274867,26,2000,0.0035556,26,1315,0.0324833
