consumption,sun,rainfall,wind
1405066.404,0,0.6,2.7
1325869.455,0,0.7,3.8
1251851.733,0,0.6,2.35
1190081.95,0,0.5,3.45
1215792.822,0,0.7,5.95
1182775.082,0,0.1,4.15
1175226.966,0,0,3.45
1174236.831,0,0,2.55
1163854.547,0,0,3.2
1206005.382,0,0,2.9
1297362.267,5.5,0,3.6
1337072.517,8,0,4.5
1345771.524,4,0,6.65
1385170.291,0,0,7.75
1365951.402,0,0,7.2
1296288.013,0,0,5.6
1257269.952,1,0,6.7
1259041.376,3,0,4.65
1308600.781,0,0.6,7.2
1396158.277,0,0,10.45
1433220.877,0,0,9
1505106.14,0,0,7.95
1469917.537,0,0,6.85
1455196.875,0,0,2.7
1371061.303,0,0,3.8
1285964.445,0,0,4.15
1235742.983,0,0.2,3.4
1197669.93,0,0,3.95
1237542.745,0,0,5.6
1227984.36,0,0,5.95
1306163.865,0,0,5.4
1522119.638,0,0,5.95
1741528.615,13,0,5.2
1872713.905,25.5,0,5.25
1855750.445,45.5,0,3.8
1864191.365,55.5,0,4.7
1869158.038,53,0,7.75
1859160.325,41,0,9
1767201.627,58.5,0,7.55
1746905.012,43.5,0,7.55
1702456.53,37.5,0,8.1
1686175.047,22,0,10.3
1641747.18,25,0,10.1
1671732.378,0,0,5.75
1680675.996,0,0,5.4
1688920.527,0,0,5
1662085.175,0,0,3.8
1594306.564,0,0,3.6
1479748.881,0,0,6.3
1377606.611,0,0,7.2
1339685.693,0,0,5
1295067.365,0,0,4.85
1308160.081,0,0,3.25
1260304.099,0,0,4.35
1339773.385,0,0,4.15
1545714.56,0,0,4.35
1762953.426,0,0,3.4
1911099.352,0.5,0,5.6
1884432.111,30,0,4.85
1892844.409,37,0,5.4
1898610.746,20.5,0,10.6
1887575.862,14,0,10.8
1819279.197,27.5,0,7
1824899.227,34.5,0,12.05
1792032.127,30,0,9.9
1749349.602,30,0,12.6
1693203.998,25.5,0,11.9
1693311.951,0,0,6.3
1709137.079,0,0,3.8
1721995.013,0,0,3.8
1684784.566,0,0,2.85
1617371.066,0,0,2.35
1514677.849,0,0,2.7
1412638.997,0,0,3.4
1367216.34,0,0,2.15
1337452.628,0,0,2.15
1356924.464,0,0.2,2.3
1330149.69,0,0,3.05
1376083.714,0,0,3.75
1569633.4,0,0,4.35
1796206.744,10,0,5.4
1921444.912,25.5,0,6.3
1935967.371,23.5,0,6.1
1943732.8,53,0,7.95
1934262.868,35,0,8.65
1901959.82,23.5,0,9.5
1826572.943,46.5,0,13.3
1798718.779,40.5,0,12.1
1751752.072,32.5,0,9.9
1717882.331,22,0,8.1
1689899.047,22.5,0,6.8
1715024.668,0,0,5.4
1715640.842,0,0,5.9
1742904.308,0,0,4.5
1700350.611,0,0,3.95
1634694.887,0,0,4.5
1538888.993,0,0,3.95
1422212.61,0,0,4.85
1375241.123,0,0,3.75
1344521.752,0,0,3.25
1354573.822,0,0,5.05
1317999.298,0,0.1,8.65
1380799.779,0,0.1,5.4
1568230.792,0,0,6.5
1788165.536,0,0,10.6
1924643.397,15.5,0,15.3
1927889.775,26.5,0,16.05
1935314.788,38,0,17.6
1932388.091,45,0,16.4
1901685.388,47,0,16.55
1818863.216,60,0,17.1
1798704.237,60,0,18
1739410.849,60,0,16.05
1711347.476,41.5,0,14.6
1658567.516,30,0.1,9.75
1666310.752,25,0,8.3
1672672.043,0,0,6.3
1698356.042,0,0,5.55
1718589.87,0,0,5.55
1653532.791,0,0,4.35
1567435.927,0,0,3.4
1471088.312,0,0,4.3
1418271.472,0,0,4.3
1400626.047,0,0,4.85
1438797.553,0,0,4.7
1394889.439,0,0,5.75
1444056.042,0,0,3.8
1626214.307,0,0,4.5
1806317.271,23,0,3.8
1936568.472,30,0,3.45
1903762.879,47,0,6.65
1889820.528,60,0,6.5
1862415.868,60,0,11.35
1848568.776,60,0,15.65
1765960.721,60,0,14.8
1731327.784,60,0,15.8
1671128.859,60,0,11.9
1619648.352,42.5,0,12.75
1580002.436,30,0,8.45
1590365.718,25,0,7.2
1595278.481,0,0,3.8
1618199.808,0,0,5
1636184.667,0,0,6.65
1593358.037,0,0,5.05
1522879.205,0,0,5.75
1444857.331,0,0,4.65
1393281.107,0,0,5.05
1332778.101,0,0,7.2
1324400.716,0,0,6.5
1286248.895,0,0,5.95
1280799.487,0,0,5.2
1327342.58,1,0,7
1353484.529,29.5,0,5.4
1430222.312,30,0,4.5
1464972.965,47,0,2.7
1474481.513,60,0,5.25
1446409.229,60,0,7.95
1464364.285,60,0,9.55
1416110.565,60,0,12.05
1386197.672,60,0,12.6
1326951.638,60,0,11.5
1310284.634,33.5,0,11.85
1310137.563,30,0,9.55
1359846.493,25,0,6.3
1363528.431,0,0,5.2
1416363.61,0,0,4.35
1448785.481,0,0,4.3
1433814.05,0,0,4.5
1385900.269,0,0,5.95
1304668.914,0,0,6.3
1244905.598,0,0,6.85
1192625.411,0,0,6.5
1197030.289,0,0,7.95
1185747.534,0,0,7
1183704.538,0,0,6.3
1178220.702,1.5,0,5.6
1143753.661,30,0,6.3
1197994.889,30,0,4.35
1244277.762,46.5,0,3.05
1261286.758,60,0,5.4
1259586.748,60,0,7
1284454.309,60,0,9.15
1229165.152,60,0,10.05
1168370.285,46,0,11
1139763.474,55,0,11.15
1152725.441,29.5,0,10.8
1180775.935,13.5,0,7.35
1276046.284,26,0,5.05
1306673.13,0,0,5.75
1362864.042,0,0,5.2
1414055.028,0,0,5.6
1410691.362,0,0,5.8
1332237.751,0,0,6.5
1244805.864,0,0,6.3
1202946.828,0,0,7
1167341.833,0,0,7.05
1201446.307,0,0,7.55
1174584.092,0,0,5.95
1254192.493,0,0,7
1458410.753,4,0,5.4
1642210.466,30,0,5.4
1771201.196,30,0,4.5
1788615.271,48.5,0,4.9
1802849.189,59,0,9.15
1806798.963,58.5,0,10.6
1782559.127,48.5,0,10.45
1721578.982,56.5,0,11.55
1706159.646,48,0,12.05
1670447.851,44.5,0,17.25
1630368.196,2,0,13.35
1586257.685,0,0,7.9
1589826.527,12.5,0,9
1580919.722,4,0,10.65
1573284.068,0,0,8.8
1591844.217,0,0,7
1537847.458,0,0,6.85
1449253.601,0,0,6.5
1335634.192,0,0,6.5
1283418.874,0,0,5.05
1247946.392,0,0,5
1262786.758,0,0,5.6
1214138.474,0,0,5.05
1287033.308,0,0,6.1
1477577.134,0,0,6.3
1677545.005,18,0,7.9
1824709.165,13.5,0,6.85
1842426.805,22,0,9.75
1869299.648,33,0,9.75
1879967.117,20,0,14.05
1843103.341,35,0,16
1771057.417,48.5,0,14.4
1748478.552,57,0,15.3
1696643.636,58.5,0,14.4
1673824.641,44.5,0,12.95
1618691.907,30,0,13.7
1618328.434,27.5,0,8.8
1610760.007,0,0,4.65
1635636.562,0,0,4.85
1648121.325,0,0,4.15
1599670.573,0,0,4.7
1514851.303,0,0,3.8
1395208.104,0,0,5.55
1353459.831,0,0,5.75
1331102.521,0,0,6.1
1356394.044,0,0,7.9
1344812.55,0,0,5.2
1385751.923,0,0,4.5
1557166.721,0,0,5.4
1730104.51,25,0,6.5
1832775.473,30,0,5.05
1809342.49,48,0,4.5
1825174.071,60,0,6.7
1820084.132,60,0,13.7
1804532.369,60,0.1,15.1
1724978.306,60,0,14.4
1701746.361,58.5,0,14.05
1646435.452,55,0,18.15
1609922.639,35.5,0,19.05
1571408.082,30,0,16.9
1595830.77,29.5,0,14.25
1595760.039,0,0,10.1
1597614.094,0,0,4
1616189.067,0,0,4.85
1573663.019,0,0,4.7
1475034.026,0,0,4.9
1365360.51,0,0,5.05
1319787.363,0,0,4.85
1265055.437,0,0,4.3
1284766.707,0,0,3.8
1241676.368,0,0,4.3
1304637.229,0,0,3.95
1479317.482,7.5,0,4.65
1644054.007,30,0,5.95
1765474.39,30,0,7.55
1761346.143,48,0,11
1792621.048,60,0,10.8
1785160.414,60,0,14.75
1745744.737,60,0,14.95
1673238.149,54.5,0,15.3
1644709.881,60,0,18.9
1584192.748,60,0,18.9
1516465.285,45.5,0,19.6
1454186.555,30,0,17.3
1483085.692,29.5,0,12.6
1486402.115,0,0,8.65
1498764.717,0,0,3.95
1533435.263,0,0,5.6
1483216.988,0,0,5.05
1418495.313,0,0,4.85
1331360.54,0,0,4.35
1276272.47,0,0,5.05
1220285.152,0,0,5.25
1231469.624,0,0,4.65
1178032.095,0,0,4.15
1181676.219,0,0,4.15
1203002.342,0,0,4.5
1182610.239,0,0,4.5
1216943.64,0,0,3.6
1266885.15,33.5,0,9
1303415.047,46,0,11.15
1293875.838,55,0,15.3
1346004.085,60,0,14.55
1279493.742,60,0,16.2
1215360.475,60,0,21.05
1178177.245,60,0,23.2
1171504.225,45.5,0,22.3
1206406.13,30,0,22.5
1260483.987,21,0,18.7
1302725.17,0,0,13.15
1330996.321,0,0,9
1370828.411,0,0,8.8
1374444.725,0,0,9.35
1343376.767,0,0,9
1267583.226,0,0,7.2
1232865.812,0,0,5.05
1191890.902,0,0,5.05
1185244.061,0,0,5.25
1111415.994,0,0,5.75
1132900.153,0,0,6.5
1178268.712,0,0,4.65
1177892.694,0,0,4.15
1254944.528,0,0,6.65
1313428.61,11,0,9.7
1349904.47,13,0,8.65
1365674.757,0,0,9.55
1413160.789,0,0,13.15
1400865.336,0,0,14.05
1380593.383,0,0,8.6
1357871.982,0,0,12.05
1342637.973,0,0,15.3
1353900.098,0,0,13.5
1402213.865,0,0,12.05
1427875.087,0,0,7.2
1429779.763,0,0,11.55
1403017.115,0,0,9.55
1376362.533,0,0,9.35
1322480.262,0,0,7.35
1240199.694,0,0,6.45
1177311.33,0,0,8.45
1117180.384,0,0,7.95
1156950.673,0,0,10.6
1126555.336,0,0,9.35
1124165.881,0,0,12.05
1109262.599,0,0,16.95
1087275.827,0,0,12.95
1156410.075,0,0,9
1248656.24,9,0,9.35
1309487.899,8.5,0.2,11
1310976.441,16,0,12.8
1343421.184,6,0,19.25
1311273.728,1,0,25
1248295.059,0,0,23.4
1225687.624,0.5,0,19.8
1234664.211,10,0,15.85
1280033.049,0.5,0.1,16.9
1334491.814,0,0.2,15.7
1376340.925,0,0.2,10.4
1386914.765,0,0.1,6.65
1388655.794,0,0,6.15
1376952.231,0,0.1,5.4
1323996.175,0,0.1,5.05
1253291.756,0,0,5
1218698.447,0,0,3.6
1191698.069,0,0,4.15
1226161.764,0,0,3.95
1192165.629,0,0,3.6
1175865.307,0,0,3.05
1194272.956,0,0,3.05
1160577.652,10,0,2.85
1196146.655,28.5,0,5.75
1253681.46,21,0,7.35
1282269.071,4,0,9.2
1283447.415,0,0,9
1342266.79,1.5,0,10.6
1309752.525,6,0,16.05
1260675.278,0,0,16.35
1258409.797,10,0,18.15
1271431.815,10,0,22.15
1300575.659,0,0,23.8
1372676.656,0,0.2,19.25
1423793.642,0,0.5,14
1459331.601,0,0.1,12.6
1460135.585,0,0,15.85
1456909.694,0,0.1,24.5
1399693.466,0,0,23.2
1328294.78,0,0,20
1309815.16,0,0,18
1283295.47,0,0.1,17.3
1291409.631,0,0,15.3
1238075.303,0,0,17.1
1314440.003,0,0,15.85
1497273.791,9,0.2,14.6
1665439.524,29.5,0.1,14.95
1814927.541,30,0.4,18.5
1825150.61,30,0.2,11.5
1861469.885,30,0.1,11.35
1864566.772,23.5,0.1,15.65
1860161.539,25.5,0.1,14.2
1816162.033,26.5,0,18.9
1804351.359,16.5,0.2,16.2
1767902.832,20.5,0.2,19.1
1770955.793,27.5,0,20.7
1724261.811,10.5,0.4,18.75
1720862.485,15,0,13.3
1718659.152,0,0.2,11.5
1703368.065,0,0,11.85
1715324.515,0,0,16
1661565.051,0,0,8.8
1597722.643,0,0,6.1
1511500.048,0,0.2,6.1
1495865.719,0,0,4.85
1448032.239,0,0,3.6
1489577.787,0,0,2.7
1434146.347,0,0.2,3.75
1461082.905,0,0,7.2
1625004.995,0,0,4.7
1775920.835,23,0.1,7.9
1924642.347,0,0.1,10.4
1938912.882,18,0.6,12.2
1981752.243,16.5,0.7,12.4
1973941.527,19,0.6,16.2
1982679.904,20,0.3,14.6
1931720.949,28.5,0.4,13.15
1914932.214,23.5,0,15.85
1874658.193,19.5,0,18.35
1844395.774,38.5,0.2,14.75
1794569.267,0,0.4,11.9
1807068.08,8.5,0.1,12.95
1818667.722,1.5,0,8.8
1795576.453,0,0.1,11.2
1782985.532,0,0,7.9
1723183.731,0,0.1,7.4
1669308.58,0,0,9.9
1584131.67,0,0,9.35
1562467.913,0,0,3.95
1547826.743,0,0,5.75
1565434.275,0,0,6.1
1501286.746,0,0,5.05
1546995.655,0,0,3.95
1702390.824,3.5,0,4.35
1824709.998,29.5,0,5.05
1938548.926,30,0,6.3
1940361.624,53,0,8.3
1957478.35,60,0,11.7
1934376.586,60,0,17.1
1916518.69,60,0,17.45
1863598.179,60,0,13.7
1817428.938,60,0,13.7
1763803.395,60,0,15.45
1734300.938,48,0,15.85
1680832.399,30,0,12.45
1685970.119,30,0,11.35
1711808.043,1.5,0,6.85
1705651.942,0,0,5.55
1767242.013,0,0,3.95
1730698.379,0,0,4.5
1659651.354,0,0,2.9
1588675.659,0,0,4.7
1539531.85,0,0,8.25
1529647.827,0,0,8.3
1552724.291,0,0,7.35
1509430.415,0,0,7.2
1545231.043,0,0,7.55
1689312.789,13.5,0,7.05
1798247.829,30,0,4.7
1908649.352,30,0,3.1
1891705.351,53,0,6.7
1910731.533,60,0,10.1
1862984.642,60,0,16.75
1844177.492,60,0,18
1775876.969,60,0,16.4
1726196.96,60,0,17.1
1650615.298,60,0,15.65
1613655.033,49,0,15.7
1580972.934,30,0,15.7
1597923.855,30,0,7.35
1609351.16,5,0,3.8
1620829.81,0,0,3.4
1668881.662,0,0,3.4
1640393.677,0,0,5.05
1588188.259,0,0,4.7
1494979.898,0,0,5.05
1451069.95,0,0,5.4
1401654.76,0,0,5.2
1423523.999,0,0,4.7
1367829.275,0,0,4.7
1372535.721,0,0,5.05
1408119.514,13,0,4.85
1389148.47,30,0,4.15
1437415.195,30,0,4.85
1469647.707,52.5,0,11
1482374.032,60,0,13.7
1460864.956,60,0,18.35
1478623.016,60,0,17.25
1449166.756,60,0,15.65
1383076.696,60,0,15.85
1360212.425,56.5,0,21.75
1356638.611,50,0,24.45
1364733.301,7,0,21.8
1458579.314,5,0,20.15
1483681.11,0,0,20.15
1486578.95,0,0,18.35
1494724.764,0,0,14.55
1455144.47,0,0,8.8
1417261.685,0,0,7.95
1327458.084,0,0,13.5
1251845.615,0,0,13.5
1224992.728,0,0,9.35
1243737.908,0,0,5.95
1214918.852,0,0,5.05
1215661.243,0,0,5.6
1219732.69,0,0,7.9
1179406.256,25,0,8.3
1211859.015,30,0,7.7
1262202.068,53,0,8.6
1305199.818,59.5,0,15.65
1316249.816,60,0,17.1
1347857.976,60,0,16.9
1292009.389,60,0,16.55
1216609.935,60,0,17.5
1190999.314,60,0,14.95
1192034.731,51,0,16.2
1225906.724,30,0,15.85
1322465.343,30,0,11.15
1390455.329,5,0,6.85
1416057.213,0,0,4.35
1482620.099,0,0,3.4
1490820.77,0,0,5.9
1416712.266,0,0,4.9
1332950.938,0,0,5.05
1285589.94,0,0,6.3
1266165.465,0,0,6.3
1317116.528,0,0,6.65
1316557.549,0,0,5.55
1404824.058,0,0,5.75
1583019.307,15.5,0,4.65
1740213.259,30,0.2,4.15
1848452.029,30,0,7.75
1821120.084,53.5,0,12.25
1825724.78,60,0,12.4
1834747.686,60,0,11.85
1808133.497,60,0,13.7
1734408.377,60,0,18.7
1731362.411,57.5,0,18.15
1680931.911,49.5,0,16
1661349.686,49.5,0,14.55
1607783.368,30,0,17.45
1618671.018,29,0,18.15
1599427.207,5,0,14.75
1571722.187,0,0,14.8
1635054.425,0,0.2,15.3
1608334.914,0,0,15.15
1502598.047,0,0.2,9
1399809.217,0,0.1,12.4
1338926.659,0,0,12.05
1287070.664,0,0.2,8.65
1316140.157,0,0.1,8.5
1265073.008,0,0.1,11
1304989.86,0,0.1,11
1501063.354,13.5,0.1,11.2
1707128.916,20,0.1,12.4
1852582.674,3,0.1,12.75
1873109.286,11,0,18.9
1899907.378,6.5,0,18.9
1946559.639,13,0.1,19.05
1943797.822,3,1.1,22.9
1905640.235,0,1.1,17.45
1938211.245,0,1.5,18.4
1915821.484,0,0.9,15.5
1908526.307,0,1.3,14.4
1858702.591,0,1.1,14.4
1871570.713,0,1.4,10.45
1849367.169,0,1.3,8.1
1774775.072,0,1.2,8.5
1718146.368,0,1.9,9.7
1664759.279,0,1.1,7.2
1559151.237,0,1.3,11.15
1452152.626,0,1,7.75
1422435.063,0,0.8,9
1385685.953,0,0.5,10.45
1432898.958,0,1,11.5
1382328.7,0,0.7,8.1
1459646.989,0,0.9,4.65
1629441.384,0,0.7,4.9
1820386.996,0,1.1,5.75
1998305.21,0,0.8,5.05
2022959.207,0,1.3,4.5
2081998.514,0.5,1.6,6.65
2099586.814,0,1.6,11.9
2088899.111,10.5,1,16.6
2018733.956,13,0.2,17.1
1984040.267,2.5,0.4,12.45
1938696.295,0,0.2,13.85
1935809.619,0,0.7,14.6
1876867.43,0,0.5,10.3
1883570.434,0,0.4,10.8
1863690.59,0,0,10.65
1813880.983,0,0.1,7.75
1782755.073,0,0.1,7.9
1720302.469,0,0,6.65
1648016.771,0,0.2,6.1
1540791.986,0,0.3,6.1
1503278.233,0,0.5,8.5
1479933.048,0,0.2,5.95
1484458.249,0,0.2,7.2
1430165.358,0,0.2,7.75
1479566.345,0,0,8.1
1655728.624,0,0,9
1827637.716,0,0.2,9.9
1973311.994,0,0.2,10.45
2003406.54,0,0.4,10.05
2059784.545,0,0.6,10.8
2061117.011,0,0,9.55
2051248.693,0,0.4,11.35
2002889.757,0,0.2,12.95
2002042.051,0,0.1,11.7
1969778.733,0,0.3,10.95
1953915.636,0,0.2,9.7
1906135.699,0,0.5,9.9
1902030.756,0,0.3,9.15
1892325.384,0,0.4,9.2
1852515.547,0,0.2,11.5
1823253.227,0,0.2,14.6
1764700.161,0,0.1,12.8
1688756.395,0,0.3,13.15
1598624.365,0,0,12.8
1561103.029,0,0.5,12.6
1530818.075,0,0.5,12.05
1539201.984,0,0.2,13.15
1493172.532,0,0,12.05
1524411.022,0,0.4,13.5
1672878.247,0,0.2,15.85
1835819.843,0,0,16.4
2013277.59,0,0.2,13.35
2048269.609,5,0.4,12.6
2076488.891,0,0.3,9.9
2060766.74,5.5,0.1,12.6
2031679.253,15,0.2,9
1966234.618,28,0,12.6
1949574.69,36,0,11.9
1880009.55,17,0,9.35
1802705.224,9,0,11.7
1751280.235,12.5,0,10.05
1761620.49,23.5,0,9.35
1773405.36,4,0,11.5
1747088.803,0,0,6.85
1768758.671,0,0,4.35
1717477.402,0,0,3.75
1688382.628,0,0,4.5
1595791.31,0,0,4.3
1556635.119,0,0,4.7
1530883.191,0,0,4.15
1550168.247,0,0,6.5
1473905.529,0,0,5.4
1464726.44,0,0,5.6
1464833.586,5,0,6.65
1457337.706,30,0,7.35
1496325.68,30,0,3.4
1544070.758,56.5,0,2.7
1542527.972,60,0,3.95
1525173.779,60,0,4.7
1531875.897,60,0,7.55
1492164.203,60,0,9.35
1443902.906,60,0,8.45
1393560.717,60,0,5.75
1373680.882,52,0,6.7
1365341.564,30,0,7
1424119.897,30,0,4.5
1447859.431,6,0,3.8
1475268.812,0,0,6.15
1531085.302,0,0,6.1
1542856.533,0,0,4.85
1491818.028,0,0,6.1
1432984.329,0,0,10.65
1365766.72,0,0,9.75
1302769.881,0,0,8.8
1362240.397,0,0,8.1
1329487.651,0,0,5.95
1307178.82,0,0,9.4
1283314.868,19.5,0,11.85
1234198.137,30,0,16.2
1241931.617,30,0,16.75
1266380.816,57.5,0,19.65
1286599.493,60,0,20.5
1291994.854,60,0,19.45
1321275.65,60,0,17.65
1262332.409,60,0,16.05
1208764.469,50,0,16.9
1167236.889,54.5,0,14.4
1179935.896,28,0,14
1189145.834,14,0,18.55
1298824.668,9.5,0,16.75
1351912.72,0,0,16.2
1385497.395,0,0,15.5
1456025.129,0,0,14.05
1449441.825,0,0,10.45
1390575.942,0,0,9.4
1302781.005,0,0,11.85
1253408.048,0,0,10.1
1214754.332,0,0,12.2
1254871.031,0,0.2,14.2
1216139.89,0,0.2,13.5
1279235.781,0,0.2,13.65
1407722.578,0,0.3,8.65
1516564.293,0,0.5,5.4
1645985.387,0,0.4,7.2
1725657.807,0,0.9,9.55
1801944.701,0,0.8,15.65
1828545.359,0,1.1,13.7
1859016.404,3.5,0.8,14.25
1790614.531,18,0.9,8.65
1755492.405,16,0.3,10.45
1709258.281,19.5,0.2,7.75
1693359.893,29,0,7.55
1661426.16,17,0,5
1688409.849,24.5,0,4.1
1697118.252,15.5,0.6,2.7
1664336.314,0,0,2.35
1677868.55,0,0,3.8
1639017.094,0,0,4.15
1565029.482,0,0,4.5
1492961.717,0,0,2.5
1463243.463,0,0,3.75
1449634.827,0,0,3.6
1470260.366,0,0,2.7
1412924.279,0,0,3.05
1465169.221,0,0,5.4
1617159.339,17,0,7.9
1791992.858,0,0,6.45
1899043.221,0,0,4.15
1878062.159,0,0.3,3.1
1903530.105,10.5,0.2,5.2
1906415.65,27,0.1,7.9
1907073.203,12,0.1,13.85
1832526.178,0.5,0,15.3
1820298.402,5,0.1,12.8
1765869.833,2.5,0,10.45
1764657.342,1,0,9.75
1734489.518,0,0,7.9
1755047.082,0,0.2,4.65
1747300.717,2,0.2,4.65
1715429.544,0,0.7,6.15
1721911.559,0,0.3,4.85
1666260.915,0,0.6,4.7
1573741.566,0,0.3,3.2
1445355.523,0,0.4,5.6
1398581.311,0,0.1,5.8
1367924.11,0,0.1,2.85
1397488.788,0,0,2.7
1351096.48,0,0.2,3.4
1407740.691,0,0,2.35
1591534.717,0,0,2.5
1777566.024,0,0.3,4.7
1912305.803,0,0.4,6.65
1896335.765,24,0,7.75
1919315.089,13.5,0,7.05
1932509.79,21,0,8.1
1916790.154,5.5,0.1,10.95
1820187.99,19,0,12.6
1802962.594,6.5,0.2,10.45
1759394.428,9,0.1,12.75
1741773.105,3.5,0.1,14.9
1686056.624,10.5,0.5,11.5
1702624.687,2.5,0,8.3
1699279.509,10,0,8.45
1669892.034,0,0,6.3
1692687.848,0,0,6.3
1652014.112,0,0.1,4.5
1573408.921,0,0.1,3.45
1450497.305,0,0,3.6
1392068.412,0,0,4.85
1360205.799,0,0.2,3.4
1385515.326,0,0.1,2.9
1345567.251,0,0,3.75
1400449.147,0,0.1,3.45
1572105.422,0,0.2,2.85
1746676.66,0,0.6,4.3
1899288.478,0,0.8,5
1898383.364,28.5,1.1,5.75
1931769.991,8.5,0.1,7.9
1956491.117,1,0.1,10.25
1934028.889,2.5,0.3,14.6
1864338.546,3.5,0.3,17.65
1840490.313,0,0.4,13.65
1817275.332,0,0.6,11.15
1775472.691,9.5,0.4,12.8
1730287.089,0,0,4.15
1714066.049,11,0,5.75
1719523.527,6.5,0,6.85
1694217.35,0,0,5.4
1715608.278,0,0,3.95
1667708.56,0,0,3.25
1573406.97,0,0,2.7
1463559.467,0,0,2.5
1401056.22,0,0,4.15
1373426.897,0,0,3.8
1405296.997,0,0,3.6
1365826.62,0,0,4.7
1419618.765,0,0,5.55
1578404.581,23,0,5.75
1735349.737,30,0,5.4
1845607.528,30,0,3.95
1834460.026,59,0,5.05
1830911.166,60,0,7.2
1836771.234,60,0,6.45
1819120.553,60,0,4.5
1741906.311,60,0,7.75
1708767.697,60,0,10.1
1638323.385,60,0,12.45
1572322.383,55.5,0,12.25
1535948.107,25,0,8.85
1571727.557,30,0,5.95
1575959.914,10,0,5.75
1551554.302,0,0,5.4
1610840.282,0,0,8.65
1602073.643,0,0,6.85
1531553.217,0,0,8.1
1434066.269,0,0,9.55
1376791.976,0,0,11.15
1322371.967,0,0,9.4
1313754.204,0,0,10.8
1256053.191,0,0,13.9
1268508.477,0,0.2,10.6
1282316.958,0,0.3,5.4
1313049.808,0,0,13.15
1401330.748,0,0,17.1
1484277.921,31,0,15.65
1507812.112,0,0.3,16.6
1516320.839,8,0.6,16
1553649.285,1,0.7,15.45
1542537.111,0,0.5,13.85
1529717.452,0,0.6,11.15
1509049.824,0,1,11
1510899.45,0,0.3,8.85
1534799.141,0,0.3,6.65
1581915.783,0,0.1,4.5
1578115.593,0,0.2,5.2
1528501.959,0,0.3,5.4
1510395.51,0,0,3.95
1510353.103,0,0,4.65
1453932.245,0,0,5.2
1357179.656,0,0,5.75
1285543.699,0,0,7.05
1228087.687,0,0,5.05
1252219.511,0,0,5.05
1220648.579,0,0,4.5
1205084.044,0,0,4.15
1191797.925,0,0,6.3
1163491.897,0,0,6.45
1230474.286,0,0,7.75
1301950.099,0,0,6.3
1364961.975,0,0.1,6.3
1388114.189,15.5,0,7
1457760.071,1.5,0,11.15
1416331.279,0,0,10.25
1378107.984,0,0.2,12.05
1366383.524,0,0.1,10.8
1365522.898,0,0.2,8.8
1407048.192,0,0.1,7.75
1497079.906,0,0,6.1
1528725.493,0,0,7.05
1500159.651,0,0,5.95
1513654.441,0,0,5.25
1487320.742,0,0.4,5.6
1404421.009,0,0.9,5.05
1314698.903,0,0.8,3.95
1275878.289,0,0.4,3.75
1228787.453,0,0.4,3.6
1298180.814,0,0.1,3.45
1280307.6,0,0.1,3.4
1356108.365,0,0,3.8
1541535.567,0,0,3.45
1719728.243,0,0,3.45
1900567.632,0,0,6.85
1946990.471,9.5,0,11.55
1981951.217,2.5,0,12.05
1992929.544,3,0,13.3
1985596.724,10,0,11.3
1905390.901,2,0,10.6
1892234.69,0,0,11.15
1837769.135,21.5,0,12.05
1832694.089,0,0,11.55
1779711.072,0,0,10.25
1765444.268,0,0,6.8
1762536.914,0,0,4.85
1714241.801,0,0,2.55
1697590.612,0,0,3.45
1651968.561,0,0,5.95
1552347.617,0,0,6.45
1441493.897,0,0,6.65
1395288.221,0,0,7.55
1366337.436,0,0,6.85
1410679.975,0,0,8.1
1365074.705,0,0,9
1419713.349,0,0,9
1571017.938,0,0,9.35
1747637.094,0,0,10.25
1879728.007,0,0,10.25
1877740.733,29.5,0,9.55
1898019.615,30,0,12.4
1893452.669,30,0,13.85
1886898.64,30,0,14.25
1816611.956,30,0,14.2
1807951.992,47.5,0,14
1756783.469,30,0,14.4
1726642.57,53.5,0,14.4
1658391.884,24,0,14.4
1663244.781,30,0,11.2
1655982.669,12,0,7.2
1626589.251,0,0,7.2
1662964.082,0,0,5.6
1672443.652,0,0,2.9
1604452.673,0,0,4.5
1470696.642,0,0,5.9
1424969.477,0,0,7
1390324.519,0,0,5.75
1437603.164,0,0,5
1406960.991,0,0,6.5
1458394.959,0,0,5.95
1577559.425,28,0,5.2
1741589.831,30,0,4.15
1861813.178,30,0,4.35
1837295.003,59.5,0,7.75
1856870.225,60,0,11.7
1848320.173,60,0,13.15
1829212.207,56,0,13.9
1746066.387,35,0,12.4
1734811.864,38,0,13.3
1678151.881,38.5,0,11.9
1649103.859,36,0,18.2
1599808.326,4,0,17.8
1606988.894,4,0,17.25
1587189.187,0,0,16.75
1568036.492,0,0,16.55
1615468.547,0,0,12.75
1617318.554,0,0,11
1510890.028,0,0.7,6.45
1381600.496,0,0.3,4.5
1320276.212,0,0.7,5.75
1278157.667,0,0.6,12.05
1288459.95,0,0.2,11.35
1222324.912,0,0,12.75
1285082.499,0,0,11.85
1460808.17,0,0,10.25
1653570.13,0,0.2,14.75
1780071.669,0,0.4,17.3
1788121.345,7,0,18.9
1810118.332,0,0.1,15.15
1846649.57,0,0,14.75
1851270.561,0,0.1,12.8
1785706.131,0,0.2,12.25
1790339.706,5.5,0.3,15.7
1761262.836,5,0.1,13.3
1733371.409,0,0.2,10.25
1681111.625,0,0.2,10.8
1691335.274,0,0.4,8.8
1678830.646,0,0.4,6.45
