title_de_CH,title_fr_CH,title_it_CH,title_rm_CH,date,shortcode,domain,status,type,district,name,entity_id,counted,yeas,nays,invalid,empty,eligible_voters
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Prättigau-Davos,Schiers,3962,True,48,549,4,5,1844
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Prättigau-Davos,Seewis im Prättigau,3972,True,21,295,0,0,1012
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Prättigau-Davos,St. Antönien,3893,True,4,85,0,0,260
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Andiast,3611,True,6,39,0,0,155
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Breil/Brigels,3981,True,12,355,0,0,991
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Disentis/Mustér,3982,True,44,681,0,2,1573
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Falera,3572,True,16,223,1,0,441
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Ilanz/Glion,3619,True,81,1069,24,3,3323
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Laax,3575,True,17,415,5,3,1112
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Lumnezia,3618,True,45,808,1,7,1779
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Medel (Lucmagn),3983,True,11,125,1,0,338
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Mundaun,3617,True,1,86,0,1,251
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Obersaxen,3612,True,8,223,2,0,651
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Safiental,3672,True,23,283,6,2,708
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Sagogn,3581,True,18,174,0,0,516
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Schluein,3582,True,6,98,0,1,390
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Sumvitg,3985,True,27,415,6,1,1027
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Trun,3987,True,33,281,0,1,1002
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Tujetsch,3986,True,27,535,6,7,1024
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Vals,3603,True,18,277,0,4,756
Volksinitiative «Energie- statt Mehrwertsteuer»,Initiative populaire «Remplacer la taxe sur la valeur ajoutée par une taxe sur l'énergie»,Iniziativa popolare  «Imposta sull'energia invece dell'IVA.»,Iniziativa dal pievel «Taglia sin l'energia empè da la taglia sin la plivalur»,2015-03-08,E2,federation,unknown,proposal,Surselva,Waltensburg/Vuorz,3616,True,9,68,1,1,284
